ENTREZID,SYMBOL,GENENAME,ii...i,iii...ii,AveExpr,F,P.Value,adj.P.Val,First.Trimester.Average,Second.Trimester.Average,Term.Average
2294,FOXF1,forkhead box F1,"1,0315868925","-0,5877663173","6,6518066784","19,0359862575","1,8915100461167E-007","1,19074448958256E-006","6,16896146","7,2005483525","6,6127820353"
22981,NINL,ninein like,"-0,4995417814","-0,5698927807","5,1799326504","106,5976154591","5,86370063720215E-023","7,35211066360775E-021","6,1315421392","5,6320003578","5,0621075772"
23024,PDZRN3,PDZ domain containing ring finger 3,"0,7234861579","-1,1749534074","5,6608791799","75,4339769674","6,67900692478149E-019","3,61620517784598E-017","5,9629398126","6,6864259705","5,5114725632"
2307,FOXS1,forkhead box S1,"0,5417150883","0,4976370121","5,7129751965","27,8414580312","7,78761997569663E-010","7,6572140751602E-009","4,7821364895","5,3238515777","5,8214885898"
23076,RRP1B,ribosomal RNA processing 1B,"-0,3486857674","-0,3371154072","5,5897922901","40,8711224081","7,6964135945313E-013","1,35385435762029E-011","6,2030584253","5,8543726579","5,5172572507"
23090,ZNF423,zinc finger protein 423,"0,6559765242","-0,9805450185","5,2858602217","87,4186597137","1,40240189604813E-020","1,04871991114344E-018","5,4885269276","6,1445034519","5,1639584333"
23107,MRPS27,mitochondrial ribosomal protein S27,"-0,3599997945","-0,4374064084","6,7994026078","36,9063984128","5,56124950452026E-012","8,3174346849668E-011","7,5076237963","7,1476240018","6,7102175934"
23114,NFASC,neurofascin,"0,5301431024","-0,2702219741","5,210485454","6,5474239748","0,002360447","0,0063202977","4,9356031086","5,4657462111","5,1955242369"
23150,FRMD4B,FERM domain containing 4B,"0,7771597118","-0,6133926524","6,5764931906","20,6355861352","6,56964107287347E-008","4,52147480525126E-007","6,3560318247","7,1331915365","6,5197988841"
23170,TTLL12,tubulin tyrosine ligase like 12,"-0,58160624","-0,4639294269","6,1259252541","66,8096842511","1,39631946806444E-017","5,87172196703672E-016","7,0662132132","6,4846069731","6,0206775463"
23179,RGL1,ral guanine nucleotide dissociation stimulator like 1,"0,6841867349","-0,7965850639","7,5144797707","29,0479761813","3,88535102055594E-010","4,06474991334949E-009","7,5359144486","8,2201011835","7,4235161196"
23199,GSE1,Gse1 coiled-coil protein,"-0,6323429133","0,794681014","8,5252216982","37,4481757176","4,21875464273643E-012","6,49003251127976E-011","8,4563076043","7,823964691","8,618645705"
23225,NUP210,nucleoporin 210,"-0,4724500181","-0,3616541705","5,5312685436","41,8220552439","4,86019622248978E-013","8,90644309958677E-012","6,2823107307","5,8098607125","5,448206542"
23231,SEL1L3,SEL1L family member 3,"0,6387229365","-0,2961543424","7,1912871934","6,1096240925","0,0034387447","0,0088005688","6,8353991278","7,4741220643","7,1779677219"
23252,OTUD3,OTU deubiquitinase 3,"-0,4163950591","0,3924561388","5,5046957612","10,62218615","8,39116772006187E-005","0,000312905","5,5692199272","5,1528248681","5,5452810069"
2326,FMO1,flavin containing monooxygenase 1,"0,6894672801","-1,5084019843","4,5004735372","91,7242858032","3,82636371422207E-021","3,14327297036292E-019","5,1148355122","5,8043027923","4,295900808"
23270,TSPYL4,TSPY like 4,"0,3554669247","-0,5682831649","5,783269591","25,4583529046","3,19373166742243E-009","0,000000028","5,9241187608","6,2795856855","5,7113025206"
23307,FKBP15,FKBP prolyl isomerase 15,"0,3086204159","-0,2939298853","7,0324816558","9,7422687859","0,0001684042","0,0005892379","6,9872220991","7,295842515","7,0019126297"
23312,DMXL2,Dmx like 2,"0,3652344335","-0,9425646125","6,038714686","86,4649716865","1,88113717823331E-020","1,37232143016384E-018","6,4847136968","6,8499481303","5,9073835178"
23397,NCAPH,non-SMC condensin I complex subunit H,"-0,2908008818","-0,4038530001","4,9191470754","40,2140826508","1,06077494095259E-012","1,80137300563394E-011","5,5336750969","5,2428742151","4,839021215"
23414,ZFPM2,"zinc finger protein, FOG family member 2","0,5673533597","-0,9282460699","5,6821222954","31,4250119163","1,02309534150307E-010","1,18562459450349E-009","5,9247544803","6,49210784","5,56386177"
23446,SLC44A1,solute carrier family 44 member 1,"-0,8330123181","0,9516837625","8,1873405821","27,0247409069","1,25586226737886E-009","1,18215597798504E-008","8,1765112161","7,343498898","8,2951826605"
23462,HEY1,hes related family bHLH transcription factor with YRPW motif 1,"0,675489038","1,0346584515","7,0509172091","67,0459942167","1,28053490803343E-017","5,43363870899883E-016","5,5423411539","6,2178301919","7,2524886433"
23467,NPTXR,neuronal pentraxin receptor,"-0,3703515744","0,234392929","4,9320483339","12,1376304124","2,6015123194623E-005","0,0001087289","5,085757764","4,7154061896","4,9497991185"
23484,LEPROTL1,leptin receptor overlapping transcript like 1,"0,720708193","0,4714686972","7,7358193859","37,6247079823","3,85719688511013E-012","5,96131744727493E-011","6,6575152576","7,3782234506","7,8496921478"
2350,FOLR2,folate receptor beta,"1,0793746183","-0,6635098582","7,6309509888","14,4212218225","0,000004751","2,29312233313433E-005","7,1664912977","8,2458659159","7,5823560578"
23534,TNPO3,transportin 3,"-0,4676756367","-0,2540722966","6,6299603687","21,2787595307","4,32871672128717E-008","3,07565743690605E-007","7,2861140339","6,8184383972","6,5643661006"
23548,TTC33,tetratricopeptide repeat domain 33,"0,5306790334","0,2850764894","5,5668203321","28,1090920604","6,66729604889484E-010","6,6497505329767E-009","4,8249799293","5,3556589627","5,6407354522"
23554,TSPAN12,tetraspanin 12,"-0,6065982135","0,3406902477","5,7088902631","5,4264028349","0,0062319741","0,0148917243","5,9969567638","5,3903585503","5,7310487981"
2357,FPR1,formyl peptide receptor 1,"1,7963175159","-0,7155119962","6,7212664872","20,9336091269","5,41184495198477E-008","3,77849109282839E-007","5,621782649","7,4181001649","6,7025881687"
2358,FPR2,formyl peptide receptor 2,"0,5797603229","-0,3379960213","4,4777030649","9,5403372781","0,00019795","0,0006816053","4,2127799504","4,7925402734","4,454544252"
23594,ORC6,origin recognition complex subunit 6,"-0,3791761375","-0,9124146394","5,406731034","100,7901657289","2,84170499017437E-022","2,98039449158163E-020","6,5321127412","6,1529366038","5,2405219643"
23641,LDOC1,LDOC1 regulator of NFKB signaling,"-1,6297609343","-0,6036384645","5,55822193","77,1340398313","3,76931148024661E-019","2,13074705913873E-017","7,6081185913","5,978357657","5,3747191925"
23643,LY96,lymphocyte antigen 96,"0,6736284101","-0,6085308874","5,5198108546","10,9000923462","6,75141014963206E-005","0,0002575761","5,3932752384","6,0669036486","5,4583727612"
23648,SSBP3,single stranded DNA binding protein 3,"-0,4515453537","-0,5504625115","6,1321522612","41,6591073557","5,25647241984612E-013","9,51762436708495E-012","7,0220037057","6,570458352","6,0199958405"
23659,PLA2G15,phospholipase A2 group XV,"0,7964099035","-0,445511159","6,6007395085","15,3540661858","2,42228475275772E-006","1,23340520723627E-005","6,2210341735","7,0174440769","6,5719329179"
23768,FLRT2,fibronectin leucine rich transmembrane protein 2,"-1,4027161208","-1,1883795348","5,0959094818","186,3583754776","2,60370880853078E-030","1,73677792364237E-027","7,4220528854","6,0193367645","4,8309572297"
24137,KIF4A,kinesin family member 4A,"-0,4396474426","-0,8198781844","5,2892369439","67,4218028842","1,11629405491727E-017","4,79776279891764E-016","6,3941341978","5,9544867552","5,1346085708"
24138,IFIT5,interferon induced protein with tetratricopeptide repeats 5,"0,5127030932","-0,3986306225","5,6449462138","8,5853983128","0,0004291195","0,0013669527","5,4944370085","6,0071401016","5,6085094792"
2539,G6PD,glucose-6-phosphate dehydrogenase,"-0,3709129385","-0,6099875106","5,8050319037","65,8837692507","1,96381162188284E-017","7,96801036654946E-016","6,6685523277","6,2976393892","5,6876518786"
253959,RALGAPA1,Ral GTPase activating protein catalytic alpha subunit 1,"-0,5613628108","0,3482774211","6,594794741","4,3868625096","0,0156782539","0,0333785009","6,8336651682","6,2723023574","6,6205797785"
254228,CALHM5,calcium homeostasis modulator family member 5,"0,5339394469","1,0506472805","5,2494721493","115,4369536522","5,96785157456593E-024","9,66212552014189E-022","3,8614657573","4,3954052042","5,4460524846"
254240,BPIFC,BPI fold containing family C,"-0,2683182135","0,2866812763","4,3433614824","11,6331163124","3,82685116713702E-005","0,0001542581","4,3565571191","4,0882389056","4,3749201819"
2551,GABPA,GA binding protein transcription factor subunit alpha,"0,4489922304","0,4885367762","6,3326759145","32,6442221335","5,25115973162032E-011","6,4769482015163E-010","5,4972590445","5,9462512748","6,434788051"
255231,MCOLN2,mucolipin 2,"0,8075863313","-0,3086998993","4,8857599868","13,0593897773","0,000012979","5,74867217461669E-005","4,3805528419","5,1881391732","4,8794392739"
256691,MAMDC2,MAM domain containing 2,"-1,3460276337","-0,8680596979","5,5184589877","31,0142120555","1,28425102410115E-010","1,45986162766944E-009","7,5218686272","6,1758409935","5,3077812956"
2568,GABRP,gamma-aminobutyric acid type A receptor pi subunit,"-1,5839253858","-1,0342022805","4,88578826","38,2806125245","2,76998339623608E-012","4,4034550157896E-011","7,2539675408","5,670042155","4,6358398745"
256949,KANK3,KN motif and ankyrin repeat domains 3,"1,5929097135","0,3575705725","6,5291100623","103,4181242594","1,38023856551804E-022","1,53445722123859E-020","4,7207962526","6,3137059661","6,6712765387"
257019,FRMD3,FERM domain containing 3,"1,6110372676","0,5427046492","6,0221264183","87,2426920197","1,48024635791833E-020","1,09709281176205E-018","4,041139233","5,6521765006","6,1948811498"
25801,GCA,grancalcin,"0,852802794","-0,5585040741","6,5167650016","14,5313681995","0,000004385","2,13254068090869E-005","6,1785884455","7,0313912395","6,4728871654"
259,AMBP,alpha-1-microglobulin/bikunin precursor,"-1,0748151008","-0,8102407526","4,8595079051","27,1399362513","1,17358296229958E-009","1,1107076889505E-008","6,5576017661","5,4827866652","4,6725459127"
25902,MTHFD1L,methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1 like,"-0,5028342905","-0,3762674973","6,6129256757","25,7410326575","2,69412954371845E-009","0,000000024","7,4050068352","6,9021725446","6,5259050473"
2591,GALNT3,polypeptide N-acetylgalactosaminyltransferase 3,"-0,8182671906","-1,1284193676","5,5745237897","61,2361297674","1,14013048457456E-016","4,16947718437837E-015","7,2970223322","6,4787551417","5,3503357741"
259266,ASPM,abnormal spindle microtubule assembly,"-0,4904725227","-0,5204709353","4,6068100764","41,3065014339","6,23149685001629E-013","1,11498327758446E-011","5,5083196502","5,0178471275","4,4973761922"
25934,NIPSNAP3A,nipsnap homolog 3A,"0,5397547929","-0,7450024934","6,0419776982","28,791552728","4,49942316579477E-010","4,660473851279E-009","6,1568119221","6,6965667149","5,9515642215"
25948,KBTBD2,kelch repeat and BTB domain containing 2,"0,5938678013","0,7377799974","7,666258846","118,4347898475","2,83235561610414E-024","4,8693156963044E-022","6,4843287962","7,0781965976","7,815976595"
2596,GAP43,growth associated protein 43,"1,0908088357","-1,1295205289","4,6587394563","47,9262099059","2,87567900367953E-014","6,65541413446819E-013","4,5749043361","5,6657131718","4,5361926429"
25987,TSKU,"tsukushi, small leucine rich proteoglycan","-0,6297249376","-0,3599282446","6,5639854155","27,9676216668","7,23723165687964E-010","7,17527200416913E-009","7,4624647486","6,832739811","6,4728115664"
26040,SETBP1,SET binding protein 1,"0,6189664582","-0,3889200499","6,03324908","8,7284829657","0,0003817682","0,0012314381","5,7739870082","6,3929534664","6,0040334165"
260425,MAGI3,"membrane associated guanylate kinase, WW and PDZ domain containing 3","0,4942814468","-0,7070661342","5,1877635806","48,8456562778","1,91126618513436E-014","4,59917386772014E-013","5,3137793637","5,8080608105","5,1009946763"
26045,LRRTM2,leucine rich repeat transmembrane neuronal 2,"0,8836892423","0,6546226016","4,9561015786","83,3318026339","5,01655425130024E-020","3,40065279246678E-018","3,5696594439","4,4533486862","5,1079712878"
26059,ERC2,ELKS/RAB6-interacting/CAST family member 2,"1,2841973572","-0,4034718377","4,8354941518","49,3013508238","1,56343008684846E-014","3,82845229490233E-013","3,9587036639","5,2429010212","4,8394291835"
26160,IFT172,intraflagellar transport 172,"-0,2960901351","-0,3398374417","4,9321779975","44,8991060875","1,13883706783838E-013","2,36798590315124E-012","5,4979401097","5,2018499747","4,862012533"
2626,GATA4,GATA binding protein 4,"0,4830975153","-0,2992009465","4,9984528161","11,8135486694","3,33199185441606E-005","0,0001362538","4,7924492967","5,275546812","4,9763458655"
2627,GATA6,GATA binding protein 6,"0,4822624874","-1,5790615825","5,8157240674","144,9649310927","6,77201845634085E-027","1,9470720651369E-024","6,6855939753","7,1678564627","5,5887948802"
26278,SACS,sacsin molecular chaperone,"-0,3829162526","-0,5591447407","4,4249164703","48,2714751917","2,46545503042929E-014","5,75019973250893E-013","5,257092105","4,8741758524","4,3150311117"
2628,GATM,glycine amidinotransferase,"1,1532539979","-1,0634991637","6,9144897223","26,175436442","2,07737085872185E-009","1,88273024130683E-008","6,7160819018","7,8693358997","6,805836736"
2634,GBP2,guanylate binding protein 2,"-0,8820797485","0,6039282724","7,2212229108","10,3765637563","0,0001017946","0,0003738224","7,5489586572","6,6668789087","7,2708071811"
26355,FAM162A,family with sequence similarity 162 member A,"-0,6787841059","-0,4213337358","5,9853780808","26,5278678542","1,68449202146982E-009","1,5493981770563E-008","6,9818807059","6,3030965999","5,8817628641"
2645,GCK,glucokinase,"0,4398126728","-0,7529583527","5,0411662299","39,4855533758","1,51873337534938E-012","2,51503453498771E-011","5,2572952492","5,6971079221","4,9441495694"
26470,SEZ6L2,seizure related 6 homolog like 2,"-0,5256434053","-0,1792526736","5,2478816584","31,0734872162","1,24270356965031E-010","1,41746407164764E-009","5,8960629945","5,3704195892","5,1911669157"
2669,GEM,GTP binding protein overexpressed in skeletal muscle,"-1,3255732441","0,7812193055","5,3075903727","15,8962576239","1,6462479121944E-006","8,61670752785743E-006","5,9062421605","4,5806689164","5,3618882219"
2677,GGCX,gamma-glutamyl carboxylase,"0,3981258135","-0,4902165178","6,3420281456","22,0959764356","2,56407935876233E-008","1,90122665125481E-007","6,3769175838","6,7750433973","6,2848268795"
2688,GH1,growth hormone 1,"0,7683581417","2,3462352466","10,3537127409","148,2504075017","3,4103312060708E-027","1,07303175834786E-024","7,6554960929","8,4238542346","10,7700894812"
26996,GPR160,G protein-coupled receptor 160,"-1,7340200069","0,8687095269","4,8018295013","22,4320635785","2,07150516730435E-008","1,55886372608156E-007","5,7136524386","3,9796324316","4,8483419585"
27010,TPK1,thiamin pyrophosphokinase 1,"-0,4366056715","-0,747723772","5,9435472693","66,2714585555","1,70185947842552E-017","7,04223540005557E-016","6,9849552734","6,5483496019","5,80062583"
27074,LAMP3,lysosomal associated membrane protein 3,"-0,6399760693","-0,572250797","5,0754432668","86,42436229","1,90490443700098E-020","1,38113853875775E-018","6,1619779486","5,5220018793","4,9497510823"
27128,CYTH4,cytohesin 4,"0,8636651769","-0,3761900963","6,6927515983","10,6402420945","8,27315470435133E-005","0,000308988","6,191148245","7,0548134219","6,6786233256"
27306,HPGDS,hematopoietic prostaglandin D synthase,"0,9255459698","-1,3557945379","6,133480381","34,8196061988","1,64253005120307E-011","2,24699188957034E-010","6,3961642747","7,3217102446","5,9659157067"
27324,TOX3,TOX high mobility group box family member 3,"-0,4202398744","-0,3407533041","4,5570664606","25,5533557009","0,000000003","2,65970214962647E-008","5,2411263172","4,8208864427","4,4801331386"
27345,KCNMB4,potassium calcium-activated channel subfamily M regulatory beta subunit 4,"0,336893564","0,2127629376","5,0313317457","15,2283789058","2,65062015244204E-006","1,33742032260585E-005","4,5336849708","4,8705785348","5,0833414724"
27347,STK39,serine/threonine kinase 39,"-0,447821935","-0,360493655","5,419627272","43,5793971385","2,10791786635993E-013","4,15013439662552E-012","6,1463800407","5,6985581057","5,3380644507"
27433,TOR2A,torsin family 2 member A,"0,2656503102","-0,3861260456","6,0539333943","18,9692293679","1,97811288825569E-007","1,23778651124022E-006","6,126796979","6,3924472892","6,0063212436"
2769,GNA15,G protein subunit alpha 15,"0,8879903107","-0,4289045975","6,2082693569","13,2861887948","1,09587694407624E-005","4,92716201655849E-005","5,7279183914","6,6159087021","6,1870041046"
2774,GNAL,G protein subunit alpha L,"0,5754957092","-0,5854796652","4,7023661433","26,2316320584","0,000000002","1,82444193118882E-008","4,6493664573","5,2248621665","4,6393825014"
2799,GNS,glucosamine (N-acetyl)-6-sulfatase,"0,5824286883","0,3250176882","9,2536511307","21,8480634077","0,00000003","2,20533494547347E-007","8,4292704477","9,011699136","9,3367168242"
2802,GOLGA3,golgin A3,"-0,3984164248","0,2125472451","7,5981985745","7,4415341441","0,0011069579","0,0031992489","7,7968264374","7,3984100126","7,6109572577"
2810,SFN,stratifin,"-2,0039518738","-1,3802236732","5,871048177","99,3478464839","4,24843340007738E-022","4,26788405901749E-020","8,927510503","6,9235586293","5,543334956"
2824,GPM6B,glycoprotein M6B,"-0,7653503799","-0,459612525","4,4642110369","53,166721301","2,96294918604549E-015","8,37460010618553E-014","5,5748172508","4,8094668709","4,3498543459"
283,ANG,angiogenin,"-0,8310368126","0,507705927","5,7947240984","5,9651169239","0,0038966099","0,0098350034","6,154965969","5,3239291564","5,8316350834"
283310,OTOGL,otogelin like,"-0,3990475975","0,7160811629","4,3460590113","30,5655737079","1,64871283524964E-010","1,84523055306194E-009","4,1223158934","3,7232682959","4,4393494588"
283383,ADGRD1,adhesion G protein-coupled receptor D1,"0,9103802124","-0,7765169252","5,9319414777","23,4388037336","0,000000011","8,72222144172705E-008","5,7223890937","6,6327693061","5,856252381"
283659,PRTG,protogenin,"-0,4242676643","-0,4571597233","5,2006181802","38,7396966061","2,20068975077331E-012","3,55263332854751E-011","5,9862724034","5,5620047391","5,1048450157"
284018,C17orf58,chromosome 17 open reading frame 58,"1,0515271249","-0,4833411074","6,7960350912","12,4255810115","2,09075790863076E-005","8,90788934193318E-005","6,2065959432","7,2581230681","6,7747819606"
284021,MILR1,mast cell immunoglobulin like receptor 1,"0,7618423297","-0,5835649689","5,4164941899","16,4618253569","1,10484113074934E-006","0,000005978","5,185478025","5,9473203547","5,3637553858"
284273,ZADH2,zinc binding alcohol dehydrogenase domain containing 2,"0,8525939111","-0,4331999157","6,2166564712","25,7368638339","2,7008823277451E-009","0,000000024","5,7734221645","6,6260160756","6,19281616"
285195,SLC9A9,solute carrier family 9 member A9,"1,1273463559","-0,5593798228","6,3418361669","19,9380999844","1,03814439513987E-007","6,8917579352518E-007","5,7444940012","6,871840357","6,3124605342"
285237,C3orf38,chromosome 3 open reading frame 38,"0,4687763198","-0,3911447865","5,9091492207","12,3510379157","0,000022122","9,37979230963221E-005","5,7939359253","6,2627122451","5,8715674586"
285381,DPH3,diphthamide biosynthesis 3,"0,4248347766","-0,4857042806","6,7571997593","11,9290657082","3,050107234376E-005","0,0001258066","6,7630144332","7,1878492098","6,7021449291"
285489,DOK7,docking protein 7,"-0,1925863808","0,2320782158","5,1383060704","12,6331345536","1,78737358838289E-005","7,69789306814904E-005","5,1256754763","4,9330890955","5,1651673113"
285521,COX18,cytochrome c oxidase assembly factor COX18,"0,3030338302","-0,6633129871","5,4497185314","55,7872118067","9,97927480620526E-016","3,04788253971207E-014","5,7200294146","6,0230632448","5,3597502577"
285672,SREK1IP1,SREK1 interacting protein 1,"0,3957553224","-0,2606320183","5,5775512469","6,0023037059","0,0037731164","0,0095609314","5,4218337704","5,8175890928","5,5569570745"
285962,WEE2-AS1,WEE2 antisense RNA 1,"-0,308208609","0,2504106185","4,1541063182","6,5692999117","0,0023167051","0,0062171507","4,2355322152","3,9273236062","4,1777342247"
286827,TRIM59,tripartite motif containing 59,"-1,0479399556","-0,9041424597","4,639647863","197,9121483795","3,75323651422702E-031","2,9248067483203E-028","6,3911773538","5,3432373982","4,4390949385"
2886,GRB7,growth factor receptor bound protein 7,"-0,4392298341","0,8122646259","6,4336743661","39,0381779","1,89632392352925E-012","3,0791721274366E-011","6,1671763234","5,7279464893","6,5402111151"
2888,GRB14,growth factor receptor bound protein 14,"1,8356102651","0,8495238564","5,7588415684","93,7883246694","2,08422647418258E-021","1,83897146473379E-019","3,307530478","5,1431407431","5,9926645995"
28951,TRIB2,tribbles pseudokinase 2,"0,7782639133","0,7087440884","6,34716735","58,1440873615","3,8466678282484E-016","1,26522746950434E-014","5,0150658111","5,7933297244","6,5020738128"
28955,DEXI,Dexi homolog,"0,3181112258","0,2064511612","7,4358519234","15,8630944321","1,68541370292459E-006","8,80512497179524E-006","6,9612876542","7,27939888","7,4858500412"
28960,DCPS,"decapping enzyme, scavenger","-0,5417802694","-0,3177775359","6,2179404961","40,9264374639","7,49222132937694E-013","1,32351994585477E-011","6,9977589479","6,4559786785","6,1382011426"
28984,RGCC,regulator of cell cycle,"0,9563042124","0,4400057068","9,8614496012","21,5800706891","3,56571776291001E-008","2,5774559780792E-007","8,5865434865","9,5428476989","9,9828534056"
28986,MAGEH1,MAGE family member H1,"0,4095491127","-0,5070128401","5,7318728375","14,5644606013","4,280835433094E-006","2,08490688324403E-005","5,7700571299","6,1796062425","5,6725934024"
28992,MACROD1,mono-ADP ribosylhydrolase 1,"-0,3703144531","0,2305907045","5,666464415","4,9049241521","0,0098724706","0,0223231619","5,8233325722","5,453018119","5,6836088235"
2905,GRIN2C,glutamate ionotropic receptor NMDA type subunit 2C,"0,4613704432","-0,2366976376","5,2032170313","5,6756366278","0,0050114855","0,0123079968","4,9652790272","5,4266494705","5,1899518329"
29091,STXBP6,syntaxin binding protein 6,"0,7577607632","-0,3918399342","6,2950236647","8,3022377371","0,0005414048","0,0016837871","5,9068223535","6,6645831167","6,2727431826"
29105,CFAP20,cilia and flagella associated protein 20,"0,4890853317","-0,2262177548","7,9116281698","8,190238818","0,0005937677","0,0018251926","7,6386503032","8,1277356349","7,9015178801"
29108,PYCARD,PYD and CARD domain containing,"0,5280363245","-0,7733523685","6,3491475755","28,5806354627","5,07873975255328E-010","5,20227666545323E-009","6,4988891779","7,0269255023","6,2535731339"
29113,C6orf15,chromosome 6 open reading frame 15,"-0,2542311783","0,1969845698","5,1521075033","5,8290797992","0,0043848302","0,0109266928","5,2273126469","4,9730814685","5,1700660383"
29116,MYLIP,myosin regulatory light chain interacting protein,"0,5495453166","0,5716036198","9,9504090825","42,8037081938","3,04108345391224E-013","5,82909283648742E-012","8,9500258089","9,4995711255","10,0711747453"
2920,CXCL2,C-X-C motif chemokine ligand 2,"1,998192104","-1,8901542222","4,9741013376","18,3378651904","3,02867128276417E-007","1,82860689034668E-006","4,6702090258","6,6684011298","4,7782469076"
2921,CXCL3,C-X-C motif chemokine ligand 3,"0,7691711179","-1,0070826095","4,5044048335","19,785265095","1,14846201829457E-007","0,000000754","4,6222055672","5,3913766851","4,3842940756"
2922,GRP,gastrin releasing peptide,"-0,3353772237","0,1825758324","4,9628853738","5,1604802653","0,0078743508","0,0182606973","5,127012113","4,7916348893","4,9742107217"
2977,GUCY1A2,guanylate cyclase 1 soluble subunit alpha 2,"0,9349427295","0,3300446002","5,6109710306","30,3616284634","1,84798347792226E-010","2,05036410364814E-009","4,4486544492","5,3835971787","5,7136417789"
29777,ABT1,activator of basal transcription 1,"0,3659287428","-0,3814825979","5,6914344758","17,2040677769","6,58683137242947E-007","3,72472024301912E-006","5,6654673148","6,0313960576","5,6499134597"
2982,GUCY1A1,guanylate cyclase 1 soluble subunit alpha 1,"0,6829925185","-0,653673015","6,5121914757","10,6635376491","8,12340670528566E-005","0,0003041444","6,4147105575","7,0977030759","6,4440300609"
2983,GUCY1B1,guanylate cyclase 1 soluble subunit beta 1,"1,449803213","-0,3926723646","5,9939073007","22,2825596642","2,27737764265149E-008","1,69921922008306E-007","4,951271712","6,401074925","6,0084025604"
2986,GUCY2F,"guanylate cyclase 2F, retinal","-0,3391879718","0,2822209315","4,2811624905","10,0246346271","0,0001344856","0,0004798208","4,3651948547","4,0260068829","4,3082278144"
29887,SNX10,sorting nexin 10,"-0,6774075196","1,0785067368","7,7557294672","24,2186617191","6,79502164240601E-009","5,60959311429518E-008","7,4910629268","6,8136554072","7,892162144"
29915,HCFC2,host cell factor C2,"0,4119792251","0,3250336601","6,2291145551","18,7996341296","2,21689831373843E-007","1,37584653069974E-006","5,5660792808","5,978058506","6,303092166"
2997,GYS1,glycogen synthase 1,"-0,6091810773","-0,6545775886","5,7627786283","37,6326619056","3,84167541757362E-012","5,94283666636899E-011","6,8893152225","6,2801341452","5,6255565566"
3037,HAS2,hyaluronan synthase 2,"0,6525133274","-1,4223531514","4,5424430201","129,7018855397","1,94331752749629E-025","4,20867053097768E-023","5,1195070507","5,7720203781","4,3496672267"
3043,HBB,hemoglobin subunit beta,"0,7208446822","0,4036938354","11,4577607283","17,2769191362","6,26311904977768E-007","3,55734922595683E-006","10,4362582741","11,1571029563","11,5607967917"
3046,HBE1,hemoglobin subunit epsilon 1,"-2,7583965841","-3,7498745813","5,5940693739","469,7311327908","5,27338044569363E-044","4,39694461561935E-040","11,3552461218","8,5968495377","4,8469749564"
3055,HCK,"HCK proto-oncogene, Src family tyrosine kinase","1,520044013","-0,9168309025","6,2651432851","47,9247765298","2,87752074295488E-014","6,65541413446819E-013","5,5963062443","7,1163502573","6,1995193548"
306,ANXA3,annexin A3,"0,703656389","-0,5093517788","7,1297529946","7,4370854039","0,0011110959","0,0032084217","6,8914804405","7,5951368295","7,0857850507"
307,ANXA4,annexin A4,"-0,8733685944","0,7631485049","8,3298703832","10,054818104","0,0001313011","0,000469262","8,5156145751","7,6422459807","8,4053944856"
3070,HELLS,"helicase, lymphoid specific","-0,5342640206","-0,5169300247","4,8577051344","27,2141123917","1,12354827374174E-009","1,07125734779401E-008","5,7976962947","5,2634322741","4,7465022494"
3071,NCKAP1L,NCK associated protein 1 like,"0,5242114598","-0,889558804","6,1328767657","46,0704548769","6,64725689885233E-014","1,4303181425195E-012","6,3838526457","6,9080641056","6,0185053016"
30844,EHD4,EH domain containing 4,"0,3450376569","-0,5018334834","7,4711690731","19,4955920937","1,39174366147104E-007","0,000000901","7,5660735506","7,9111112075","7,4092777241"
3087,HHEX,hematopoietically expressed homeobox,"1,2268414843","-0,2675887796","6,1199033671","33,3256799346","3,63499180550155E-011","4,67004031961046E-010","5,1832680034","6,4101094877","6,1425207082"
31,ACACA,acetyl-CoA carboxylase alpha,"-0,5241287034","-0,7780332962","6,6519502574","109,1156269472","3,01623738610592E-023","4,19156455422519E-021","7,8016733988","7,2775446954","6,4995113992"
3200,HOXA3,homeobox A3,"-0,2425575884","0,1899024833","4,3615072416","7,2309840542","0,0013212841","0,0037497846","4,4316103394","4,1890527509","4,3789552342"
3209,HOXA13,homeobox A13,"0,9770124512","0,3987358762","5,7575162604","31,9139789597","7,81891527431854E-011","9,31344507960971E-010","4,4976730039","5,4746854551","5,8734213313"
3221,HOXC4,homeobox C4,"0,4911538448","-0,3651240067","5,1138377792","8,0453708404","0,0006692989","0,0020344929","4,9555829717","5,4467368165","5,0816128098"
3269,HRH1,histamine receptor H1,"0,4177330074","-0,2903096125","5,3382762482","7,121549535","0,0014490607","0,0040777146","5,186682409","5,6044154164","5,314105804"
3284,HSD3B2,"hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 2","1,8582305672","-1,6886328399","4,4765585096","76,9293857279","4,03623754027119E-019","2,27392896018792E-017","4,1358851581","5,9941157253","4,3054828855"
335,APOA1,apolipoprotein A1,"-1,221982907","-0,9921485308","5,2000249796","31,1702541885","1,17781629796809E-010","1,34898795226071E-009","7,1902402307","5,9682573238","4,976108793"
336,APOA2,apolipoprotein A2,"-2,4327680069","-1,6736266109","4,9803963331","49,333248755","1,54165976551313E-014","3,78626189244433E-013","8,6892630661","6,2564950593","4,5828684483"
3383,ICAM1,intercellular adhesion molecule 1,"1,0365340847","-0,4991490915","5,4901795786","9,5486663997","0,0001966319","0,0006774864","4,9282125486","5,9647466332","5,4655975418"
